subject,beta1,beta2,alpha1,alpha2,lmbd,ps,w,log_like
0,0.35207956231876414,2.0054161483757293,-0.21263367616998183,-0.8446681069269926,0.32602591371690576,0.5427317411960411,-0.2807179742050644,-357.9510901955046
1,1.5636210899549092,2.420979019525181,0.9555123873793989,-0.6003662383904986,0.1256789536528253,0.08234986352208032,-0.5096792855405077,-348.05598316881
2,-0.1885847414235685,0.6616859264436681,-0.20706985922120819,0.6531741624784916,-0.037247477926227915,0.5759691996380827,-0.1510670815814249,-543.5169323881485
3,2.300130387885027,1.1892019360546013,-0.030536658909170688,0.21480050814648646,0.008844719564704296,0.551638155830214,-0.15658465892627071,-103.90734416066152
4,0.3997103009258104,0.016336801289568742,0.24504292440889813,-0.3410849744711871,0.08114987601365446,1.6358594169837746,0.738527698273112,-346.2184538952108
5,1.4209946226623034,2.2794929635610175,1.3289217591908085,-0.02476673452828226,0.015322781820150757,1.2395235113757705,0.10936857052043053,-64.76136939209863
6,2.241567705435591,1.8352094663396916,-0.0072269446283161395,0.20573003182852492,0.004237604919029173,0.558156299446496,-0.12127429479008722,-45.2509357071319
7,1.2650719972329987,1.5194812468109549,-0.4859144250900273,-2.3110732949802797,-0.18273643731967387,0.09758632259285584,1.1803146778141904,-398.3846177672653
8,2.0140251659496147,0.35725518543472534,-0.0008151793079627537,-0.6336152436919871,7.62192637094478e-05,1.4462011844851448,-0.0026203498339920105,-154.19240829363156
9,2.0164242735606583,2.0099164083804295,-0.001136043046405702,-2.548894439523298e-06,1.1848377364279816e-05,1.61427962808136,-0.005070115572209204,-11.889842402611187
10,1.6244054056660442,0.8631837705837023,1.3276830408434297,-0.049164313189656035,0.026858333757432948,0.7121158852538608,-0.8690604512465654,-153.24314369123692
11,1.8963870373816811,0.012402122570261123,-1.5234761751799537,-0.08902642261663517,0.2808287832482595,0.4102476512054293,0.16474673371947543,-367.8457259409863
12,0.7743807228472065,0.8836969267807687,-0.9831319008778193,-1.9976337516512246,-0.26471068090717154,0.28491979571054904,-1.048875623530461,-479.64389432388714
13,-0.13528648871802132,2.0206815494925117,-0.19157649055417048,-0.731939257796867,-0.011327279277343973,0.4596385999257988,0.9534502832760933,-374.4048149636756
14,1.9984016248485537,1.5413957822994344,-0.2426242137233952,1.0485999982066014,-0.4244894438921411,0.07991209503507364,0.9561459255913834,-360.38833038731997
15,2.016850877752447,2.0096411576472106,-0.0011950019456025156,-6.133764975897497e-06,1.1819203722405414e-05,1.6278920578184903,-0.004915389731538903,-11.890084806646948
16,1.0272037300260162,0.5492445077249164,0.43320610911038027,-0.5307574724915824,0.2773256620000537,0.46671503187576213,1.0764899479134198,-467.34645569386214
17,0.5959027478647551,0.4504837148862297,0.9465286957246578,-2.03203761552235,0.3876900322514151,1.1016446921983638,-0.06434877137412692,-346.50436700396887
18,0.7413604254824151,0.612425655318397,-1.8573806896037421,0.34681611226199555,-0.12706748204856053,1.063305622130678,-1.0502328744266005,-308.84088576973716
19,1.0110654760905513,0.6345894831567588,-0.6687543475398499,-0.8715717440245143,-0.07248203693012029,1.1991318133841267,1.337655424035754,-228.03971599882595
20,1.473512134980709,0.1630969324294361,-1.7035470695072752,-1.1176691898962392,-1.2808885944786133,0.08352772971368545,-1.4302125273513113,-578.1656207780263
21,0.312828695303078,1.6868274716910685,0.08708867380918191,0.4117092406547389,0.07952361215442941,0.12796295335800797,-0.13365622750693107,-377.76113773350477
22,2.212376601597955,0.723656091283236,-0.026665360060834933,0.12106192093808779,0.003280829245284734,0.7395505585487155,-0.07254557728971459,-163.50118293124083
23,0.6166531330852136,0.8351344638503075,-1.2713324950226166,-1.7110465749110417,0.2267578306828423,0.8722723627382797,0.7353304819650427,-384.36453736332294
24,0.02254620654634394,1.9673490068596722,-1.4366454985983526,-1.9294532130332527,0.04371247293618834,0.8326939479638801,-1.5849713989064467,-425.0942661476347
25,2.018795049270655,0.6278880275230416,-0.0012648723326533643,0.436033491021499,6.283143307189982e-05,1.4328324371051568,-0.004811024205407683,-122.20300158297313
26,2.0024881297684867,0.40710285869983087,-0.0001220640214923783,0.5458917361849657,9.814406528805168e-06,1.7320698590619727,-0.0004481568019095379,-124.92998798326077
27,0.6677085153974807,0.9034410604137014,0.5727796219487735,0.8890967791186609,0.11440230725461077,1.1094983550095652,-0.6433068469028366,-282.2429407447345
28,2.0165686356787047,2.0097959422067775,-0.0011374399406859008,-1.0728802941997482e-05,1.422863545866888e-05,1.6183307744566795,-0.004994912084074379,-11.889914127770766
29,1.0211193491533284,2.66333379179973,-0.4001569230732621,0.30946433893461434,-0.6958117994631008,0.23823172249108118,-1.030686108462086,-332.5287046343143
30,0.42377248378056703,0.7858350924067627,-0.34323891116775235,-0.15702627319774737,0.19163163704945088,1.5012398394595188,-0.4477490863337156,-251.92339115505928
31,2.2457090420524963,0.4346093091231692,-0.03117112834303419,-2.0509207486540344,0.006896920733192711,0.7640149693623901,-0.08209504522991573,-194.42238168330613
32,2.016557188205376,2.0098050426434715,-0.0012039120108288041,-1.2868167888077832e-05,1.5672971872230085e-05,1.618100386126599,-0.0050103088263816105,-11.889910303825268
33,0.6471379807953771,1.7636816367618433,-0.1594772812914798,-0.062389911754057364,0.37190802326205896,0.5960584858482347,-0.8080900879532242,-341.0040716223688
34,2.0290911844227586,1.1530863478436457,-0.002052001724959774,0.4479446074924142,0.0001572584618160968,1.3680577366627886,-0.006872391659401807,-84.14322183808409
35,1.676988149193178,0.7959234658418831,-2.5604865624689754,-0.8041456684907105,0.04109971211068309,0.37677907508546493,-0.9253864835379563,-208.04765790881774
36,2.016741531064213,2.0097198617952077,-0.0011532477188204871,-7.329079378017517e-05,2.2216236589218837e-05,1.624568034178286,-0.004883931946910962,-11.890025696012614
37,1.177825868556373,1.0559632665175744,0.12344160160924458,0.927869093517646,0.015267073515849456,1.4684970771659278,0.5990167784392817,-99.41918615428399
38,0.8075647187906128,2.146199000874311,-0.1287631723896652,0.00798606877738373,-0.01636239424488689,1.2998156557866587,1.4155144976569063,-155.1785337995105
39,0.8877444266262314,0.501125663386074,-1.2872646595239479,-0.1809298316650659,0.1472187849248375,0.9014663520374488,-0.01250305250306133,-337.6937078206391
40,2.016946782165441,2.0097463721672892,-0.0012035415534635682,-4.022469964933919e-06,1.4570217069960898e-05,1.6346457095516345,-0.004901628909720859,-11.89020621167091
41,0.548804416357444,2.0232064724473906,-2.775211555442795,-2.050684808470153,-0.6202541921626281,0.5471622290699143,-0.6979349714356091,-343.9580651264179
42,0.5525307750630565,0.5245405166070701,0.6122184580542507,-2.5053739547251146,0.6818880361982304,0.505124181036736,-0.38698077242068446,-515.4832514005645
43,2.4155107101736437,1.020170299297722,-0.03813145938127859,0.8188593624360156,0.021041954276261116,0.40906679193213175,-0.20343668178946267,-111.47606152079223
44,2.072732014708487,1.3140062247041446,-0.006737409483189409,-1.2813541341718757,0.00020440198722794276,1.3075948713817378,-0.023138327485428014,-27.84271886377028
45,0.4121477273824618,2.5496372867122177,-2.3548251618706555,-0.8100510377665608,-0.22021252439181518,1.1790195870014992,-0.6728920513282679,-267.22484224193914
46,2.002350719530691,0.17034652027947156,-0.0001338895799552977,0.5225823404473033,5.980448900540133e-06,1.7595728384472693,-0.0004051093826128869,-164.84259424145742
47,2.0049765120088274,-0.03968043841147967,-0.0003012568547233894,0.0216998718383675,1.2880399262456542e-05,1.601940934309842,-0.000791089186827952,-210.50845075835866
48,2.016588840019805,2.0096260254350233,-0.0011503454194133173,-1.4457603362071066e-05,1.7056728779827468e-05,1.6137484907507091,-0.005028132591225226,-11.889832759321461
49,1.896034744519876,1.5307932566793765,-0.09008324818253237,1.5001208949526634,-0.6812568440078987,0.07589512682560552,0.5825278375918707,-360.7303880459449
50,2.074255575223917,0.44424859596897603,-0.0060273777815589335,-3.400231573432485,0.001460550399042951,1.240377848582272,-0.020553074867955753,-144.8612456266285
51,1.3611936860163567,2.1383089951946146,-0.11129279605528973,-0.0076236334847464915,0.09563703953660602,1.175511353816654,-0.5968984962530406,-39.712897014270474
52,2.2670979485804645,0.3326223867244461,-0.03137838199235421,0.776338808913448,0.005954674299169478,0.7154053620564037,-0.09743066209726044,-213.6946812527789
53,1.7923024929027107,1.412502797706512,0.34074726401968786,0.75802076021742,0.23079684423621866,0.3510945683027764,0.193591843968153,-190.07787029659872
54,1.5304391251089864,0.642390293257411,-0.813753323272071,0.6551037918787632,0.029115134083422506,0.9074346329396319,0.5308050870706936,-181.42033795931343
55,0.17160265988711537,1.7440939559567783,-0.4097889693499595,0.22980022760195568,0.051207374959948,0.5063597233966545,0.9257589799053267,-387.41910015124284
56,0.2063842319591939,0.932995751847948,0.37300352665382036,-2.9770466650054943,-0.02978237658724708,0.31854966481516306,-0.23446274176492032,-513.1981669444399
57,2.2204342208483774,1.0586446327295085,-0.03060885702739102,0.5819577420683533,0.0013709952436683115,0.8787689595605565,-0.10477130756038985,-105.22225109727843
58,0.5644472955686831,2.2972157112634033,-1.4998690631266889,0.15442891812384013,-0.07842278910222161,1.2272053449904532,-0.4381637676184102,-223.61059927065625
59,1.7757042546082906,1.8324043621356985,-1.5061808724631778,0.6458754362912509,0.21883031270562042,0.3821896901387479,-1.120683765762278,-50.04161104020365
60,0.32738600260960954,2.674770484366284,-0.0569669076834021,-0.11856058499074769,0.08278453231350115,1.5146431221571492,-0.25580519719392075,-180.139110714357
61,2.0094587439631515,0.7340082637564412,-0.0005848160521557384,-0.2207055973203753,3.7135220401745414e-05,1.533670970863867,-0.0017304697103794342,-99.6737940408334
62,2.0168241678363157,2.0096092120679927,-0.0011854213293460637,-7.441185130896247e-06,1.347711298132671e-05,1.625435819198406,-0.004941747013320966,-11.890041002229879
63,1.4344073208953854,0.6184893692464601,1.4891058505481185,-2.61715073116024,0.26592540959385325,0.8294500070900633,-0.88197627108937,-187.37143892168072
64,1.292992346691966,2.601610870785155,-0.6080095817324803,-0.28717250706704844,0.03175465489659468,1.2008158402768994,-1.1272170305606324,-23.114143140059596
65,2.0140300507498465,0.32074223351127584,-0.000922439608411804,-1.354251405813943,8.202500286589825e-05,1.5020648988774132,-0.0031152361543192045,-152.9676839535434
66,1.3405557435249098,0.3819505997491022,-0.7952637876923343,-2.539110523854086,0.751908513593057,0.29867298705015566,-0.8421768505519338,-488.6064504357166
67,2.041641402638408,0.19274379830234642,-0.002949511203166896,0.6223587539038627,0.00017462556607761943,1.2263610939004885,-0.00819836752275533,-209.33398366885862
68,1.291620937261448,2.2984179978619252,-2.0571904518817137,0.08659355385558419,-0.24617438908130898,1.3230111191122822,-0.6090807889410091,-29.452238230314393
69,2.0069435793216326,0.414822686598375,-0.0004420307321860666,-0.6355818343871908,2.24177656895992e-05,1.6008475049772088,-0.0013266159138057023,-134.6261487962634
70,0.6700501408402478,2.4785081430498788,-1.800849518105192,0.6172628876573913,-0.005731091446265175,1.2699099846189177,-1.0331615235670037,-166.15293716461332
71,2.1047225764139377,0.22076033362620753,-0.009084356357291582,0.8307753000574438,0.0006549587219689112,0.9911227984599075,-0.02561111543532591,-215.16403973352075
72,1.5899609760031208,0.3390625841182481,-0.4816898933998773,0.7232929725493674,0.09499962998918725,0.6789041915652334,0.5849666458957292,-284.3189216107075
73,2.142333133551836,0.5740147685912321,-1.1002272757923737,0.4300983681513334,0.16106075530998165,0.3594934583121851,1.5070823120417054,-287.5661372244003
74,1.8188397861882701,0.8944479444484286,-1.88592245932069,0.7547630640044408,-0.5695697537743853,0.23680803734898387,-1.6365026203928923,-176.72462961318237
75,2.195045187153397,1.1835928447795159,-0.018546136457560924,0.2545187965932429,0.0025709979257932947,0.7645995004508203,-0.07859009870997903,-107.49278639542328
76,2.01653462074579,2.009871120530146,-0.0011922095354089616,-7.932986829711634e-06,1.059723947426373e-05,1.6181010380656582,-0.005036708312232092,-11.889910571809866
77,1.6897684268474802,1.7432150324962088,-0.7187267085801402,-0.6750614287686276,-0.20893816445636904,0.2633054758579283,1.3440751299507632,-276.3220127400139
78,2.0164915004483217,2.010020158290166,-0.0011682014001878247,-2.8640156619278856e-06,1.0203892158375676e-05,1.621642451260506,-0.005012156144906747,-11.889973278676893
79,2.426781112263245,1.9385290283944983,-0.10979807179158778,-1.305704235827681,0.005877870259772468,0.6185916596041726,-0.23420095873314103,-49.80484413601545
80,2.135196652545584,1.3355204544221733,-0.014230165188055059,-0.294994831321018,0.0012651654891329927,0.9221237388317028,-0.04762470973300006,-101.53407177352082
81,1.0559056786364729,1.0294380545298165,1.121740452220537,-2.1937156346993225,-0.7454944797700022,0.015537172368549146,0.8767548877818839,-480.3573579550097
82,0.6043478392381274,2.32991997058691,-1.0639515511021593,0.20750362718533277,-0.0969080043004461,1.2894780946714777,0.4156729523539116,-187.37528068663133
83,2.3817513386950404,0.7788850754709216,1.8402126973588695,-0.9867367229605931,0.053097778980191974,0.3343534059787877,0.3354149773957898,-176.54895661666237
84,1.2863479637286919,0.25652001502800514,1.0754034643852854,-0.013045989340755586,-0.10486533694931582,0.7186636880717957,-0.3439414492584896,-301.35800640957575
85,0.5241289912038175,0.8208407176315561,0.9337972173451315,0.44745350299932235,-0.1417136894338944,0.4298889407893302,-0.47187647472888883,-471.13589083240026
86,1.4484734470737257,0.17727640622238197,0.33972281732981197,-0.3362049456043829,-0.3919660495856202,0.09276968917028625,1.088145881157597,-605.4127760974471
87,1.7447448961145968,0.7465146545534297,0.2687016415726164,0.7156457195045652,-0.5700730940956168,0.1435300200528741,-1.1335800756583259,-331.40521624534694
88,0.535789171897194,1.172796106628374,0.10846966602012521,-2.8769537549646174,0.15400184536416028,0.10816845206985858,0.31975150016119624,-464.02811584725566
89,0.35970699188818434,0.017126834736698574,-1.7392031374812094,-0.2559594229989474,0.1367629064399075,0.9547975203440219,-0.688246543850281,-515.9328616362229
90,0.5739500809635308,0.15583646532998321,1.2724197563468649,0.599019172698345,0.402069745894007,0.3335566581405597,-0.6133120896334655,-573.9275701424175
91,0.6594759737983434,2.4105892545466556,-0.3970718860678195,-0.06020952569919034,-0.10773804073306123,1.3532738822433135,0.9189470632913856,-151.6268424444102
92,0.22202624178506872,2.6391929601809183,-0.9682566619745011,-0.6657764117963406,-0.3149830388315137,1.10435931072943,-1.1619993991944153,-346.4420859412838
93,0.6931969815470662,0.8650250102339904,-0.9112297603123619,0.24199879604208221,0.038906455484808394,0.9513966992026076,0.7160416941640995,-344.30412296226416
94,0.4384145459138048,1.276317705775353,-0.259097914066046,1.0573001333033012,-0.056675298385869294,0.5722479117163285,1.3164398743462404,-425.9120433346038
95,0.2478178828458048,2.4852730912111762,-1.4970060368827336,-0.22404798413547466,0.1668096998582977,1.6508375403794175,0.0934235430982374,-185.10966011825266
96,0.49220156126604836,0.5939389215365205,1.1314702108333,0.3302057742070083,-0.019816674941274606,1.6805938919543857,-1.1885294477411226,-199.57725093210078
97,2.007239100353204,0.5713505551105582,-0.00042627070707951475,0.07524885885200198,2.914536637243414e-05,1.5818374418489856,-0.0015686469659678551,-108.48595040078679
98,0.31876887727519926,1.6326310540468458,-0.39969934681081903,1.4128786603640768,-0.010421470214835672,0.9404055982060557,0.12851119551587595,-402.50693700975575
99,2.016007904427069,0.49035646163170116,-0.6026566143271522,0.1380470245018617,0.03636604281578036,0.5424755759679408,1.5468689150354515,-244.2581390173087
